Slice,Count,Total.Area,Average.Size,X.Area,Perim.,Circ.,Solidity
W011_G1_10_perp_Atr.TIF,5,0.064,0.013,0.053,255,0.353,0.645
W011_G1_2_para_Atr.TIF,2,0.033,0.016,0.027,255,0.204,0.595
W011_G1_3_para_Atr.TIF,4,0.084,0.021,0.07,255,0.19,0.482
W011_G1_4_para_Atr.TIF,4,0.085,0.021,0.071,255,0.179,0.496
W011_G1_5_para_Atr.TIF,4,0.072,0.018,0.06,255,0.261,0.616
W011_G1_6_perp_Atr.TIF,3,0.108,0.036,0.09,255,0.135,0.435
W011_G1_7_perp_Atr.TIF,6,0.074,0.012,0.062,255,0.326,0.712
W011_G1_8_perp_Atr.TIF,6,0.101,0.017,0.084,255,0.261,0.563
W011_G1_9_perp_Atr.TIF,6,0.134,0.022,0.112,255,0.208,0.569
W011_G2_1_para_Atr.TIF,8,0.183,0.023,0.152,255,0.203,0.528
W011_G2_10_perp_Atr.TIF,6,0.105,0.018,0.088,255,0.252,0.526
W011_G2_2_para_Atr.TIF,1,0.007,0.007,0.006,255,0.372,0.698
W011_G2_3_para_Atr.TIF,8,0.19,0.024,0.158,255,0.252,0.551
W011_G2_4_para_Atr.TIF,5,0.088,0.018,0.074,255,0.245,0.566
W011_G2_5_para_Atr.TIF,6,0.155,0.026,0.129,255,0.194,0.512
W011_G2_6_perp_Atr.TIF,6,0.174,0.029,0.145,255,0.144,0.503
W011_G2_7_perp_Atr.TIF,3,0.052,0.017,0.044,255,0.339,0.59
W011_G2_8_perp_Atr.TIF,14,0.319,0.023,0.266,255,0.265,0.594
W011_G2_9_perp_Atr.TIF,7,0.178,0.025,0.148,255,0.233,0.584
W011_G3_1_para_Atr.TIF,4,0.076,0.019,0.063,255,0.235,0.575
W011_G3_10_perp_Atr.TIF,10,0.163,0.016,0.135,255,0.286,0.659
W011_G3_2_para_Atr.TIF,10,0.181,0.018,0.151,255,0.228,0.517
W011_G3_3_para_Atr.TIF,7,0.141,0.02,0.117,255,0.285,0.644
W011_G3_4_para_Atr.TIF,8,0.158,0.02,0.132,255,0.281,0.572
W011_G3_5_para_Atr.TIF,5,0.097,0.019,0.081,255,0.191,0.508
W011_G3_6_perp_Atr.TIF,6,0.165,0.027,0.137,255,0.24,0.578
W011_G3_7_perp_Atr.TIF,11,0.308,0.028,0.256,255,0.224,0.55
W011_G3_8_perp_Atr.TIF,13,0.482,0.037,0.401,255,0.181,0.468
W011_G3_9_perp_Atr.TIF,9,0.172,0.019,0.143,255,0.222,0.462
W011_G4_1_para_Atr.TIF,4,0.045,0.011,0.038,255,0.305,0.674
W011_G4_10_perp_Atr.TIF,4,0.083,0.021,0.069,255,0.206,0.53
W011_G4_2_para_Atr.TIF,7,0.14,0.02,0.117,255,0.226,0.617
W011_G4_3_para_Atr.TIF,4,0.085,0.021,0.07,255,0.251,0.525
W011_G4_4_para_Atr.TIF,1,0.014,0.014,0.012,255,0.457,0.76
W011_G4_5_para_Atr.TIF,4,0.107,0.027,0.089,255,0.212,0.581
W011_G4_6_perp_Atr.TIF,1,0.023,0.023,0.019,255,0.152,0.45
W011_G4_7_perp_Atr.TIF,10,0.157,0.016,0.13,255,0.248,0.614
W011_G4_8_perp_Atr.TIF,7,0.197,0.028,0.164,255,0.244,0.566
W011_G4_9_perp_Atr.TIF,4,0.142,0.036,0.118,255,0.178,0.472
W011_G5_1_para_Atr.TIF,5,0.054,0.011,0.045,255,0.254,0.646
W011_G5_10_perp_Atr.TIF,5,0.108,0.022,0.09,255,0.18,0.544
W011_G5_2_para_Atr.TIF,3,0.04,0.013,0.033,255,0.309,0.634
W011_G5_3_para_Atr.TIF,3,0.041,0.014,0.034,255,0.308,0.552
W011_G5_4_para_Atr.TIF,9,0.274,0.03,0.228,255,0.174,0.492
W011_G5_5_para_Atr.TIF,6,0.064,0.011,0.054,255,0.274,0.587
W011_G5_6_perp_Atr.TIF,6,0.11,0.018,0.092,255,0.235,0.584
W011_G5_7_perp_Atr.TIF,6,0.156,0.026,0.13,255,0.285,0.611
W011_G5_8_perp_Atr.TIF,12,0.193,0.016,0.161,255,0.253,0.578
W011_G5_9_perp_Atr.TIF,5,0.062,0.012,0.052,255,0.385,0.657
W011_negative_Atr.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_positive_Atr.TIF,11,0.358,0.033,0.298,255,0.162,0.44
W011_G1_10_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G1_1_para_B.TIF,1,0.015,0.015,0.013,255,0.236,0.741
W011_G1_2_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G1_3_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G1_4_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G1_5_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G1_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G1_7_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G1_8_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G1_9_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G2_10_perp_B.TIF,1,0.006,0.006,0.005,255,0.597,0.799
W011_G2_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G2_2_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G2_3_para_B.TIF,NaN,NaN,NaN,NaN,NaN,NaN,NaN
W011_G2_4_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G2_5_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G2_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G2_7_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G2_8_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G2_9_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G3_10_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G3_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G3_2_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G3_3_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G3_4_para_B.TIF,1,0.012,0.012,0.01,255,0.401,0.681
W011_G3_5_para_B.TIF,1,0.011,0.011,0.009,255,0.261,0.472
W011_G3_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G3_7_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G3_8_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G3_9_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G4_10_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G4_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G4_2_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G4_3_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G4_4_para_B.TIF,1,0.013,0.013,0.011,255,0.593,0.893
W011_G4_5_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G4_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G4_7_perp_B.TIF,1,0.007,0.007,0.006,255,0.688,0.872
W011_G4_8_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G4_9_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G5_10_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G5_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G5_2_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G5_3_para_B.TIF,1,0.008,0.008,0.007,255,0.319,0.569
W011_G5_4_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G5_5_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G5_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G5_7_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G5_8_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G5_9_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_negative_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_positive_B.TIF,11,0.477,0.043,0.397,255,0.135,0.361
W012_G1_1_para_Atr.TIF,6,0.155,0.026,0.129,1.699,0.123,0.43
W012_G1_2_para_Atr.TIF,5,0.049,0.01,0.041,0.667,0.316,0.665
W012_G1_3_para_Atr.TIF,1,0.03,0.03,0.025,1.609,0.145,0.429
W012_G1_6_perp_Atr.TIF,11,0.219,0.02,0.182,1.198,0.223,0.529
W012_G1_7_perp_Atr.TIF,3,0.077,0.026,0.064,1.275,0.203,0.545
W012_G1_8_perp_Atr.TIF,3,0.093,0.031,0.078,1.736,0.177,0.465
W012_G2_1_para_Atr.TIF,8,0.131,0.016,0.109,0.949,0.27,0.593
W012_G2_2_para_Atr.TIF,7,0.081,0.012,0.067,0.765,0.26,0.596
W012_G2_3_para_Atr.TIF,5,0.085,0.017,0.071,0.986,0.234,0.55
W012_G2_6_perp_Atr.TIF,10,0.21,0.021,0.175,1.18,0.244,0.577
W012_G2_7_perp_Atr.TIF,5,0.101,0.02,0.084,1.328,0.144,0.429
W012_G2_8_perp_Atr.TIF,7,0.116,0.017,0.096,1.139,0.203,0.517
W012_G3_1_para_Atr.TIF,11,0.216,0.02,0.18,1.216,0.212,0.511
W012_G3_2_para_Atr.TIF,3,0.038,0.013,0.032,0.798,0.371,0.673
W012_G3_3_para_Atr.TIF,8,0.131,0.016,0.109,0.987,0.242,0.626
W012_G3_6_perp_Atr.TIF,4,0.065,0.016,0.054,0.951,0.252,0.563
W012_G3_7_perp_Atr.TIF,2,0.025,0.012,0.021,0.705,0.33,0.667
W012_G3_8_perp_Atr.TIF,5,0.102,0.02,0.085,1.136,0.225,0.539
W012_G4_1_para_Atr.TIF,3,0.072,0.024,0.06,1.179,0.216,0.657
W012_G4_2_para_Atr.TIF,3,0.039,0.013,0.032,0.837,0.241,0.58
W012_G4_3_para_Atr.TIF,8,0.148,0.018,0.123,1.175,0.196,0.586
W012_G4_6_perp_Atr.TIF,4,0.071,0.018,0.06,0.922,0.331,0.627
W012_G4_7_perp_Atr.TIF,3,0.038,0.013,0.031,0.745,0.281,0.662
W012_G4_8_perp_Atr.TIF,11,0.313,0.028,0.261,1.646,0.202,0.571
W012_G5_1_para_Atr.TIF,5,0.1,0.02,0.083,1.152,0.221,0.571
W012_G5_2_para_Atr.TIF,6,0.107,0.018,0.089,0.99,0.34,0.641
W012_G5_3_para_Atr.TIF,20,0.314,0.016,0.261,0.976,0.258,0.575
W012_G5_6_perp_Atr.TIF,9,0.163,0.018,0.135,1.106,0.209,0.528
W012_G5_7_perp_Atr.TIF,7,0.184,0.026,0.153,1.556,0.189,0.476
W012_G5_8_perp_Atr.TIF,10,0.189,0.019,0.158,1.11,0.274,0.57
W012_negative__Atr.TIF,0,0,NaN,0,NaN,NaN,NaN
W012_positive__Atr.TIF,14,0.364,0.026,0.303,1.597,0.199,0.49
W012_G1_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W012_G1_2_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W012_G1_3_para_B.TIF,1,0.006,0.006,0.005,0.456,0.374,0.692
W012_G1_6_perp_B.TIF,2,0.013,0.007,0.011,0.547,0.283,0.553
W012_G1_7_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W012_G1_8_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W012_G2_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W012_G2_2_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W012_G2_3_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W012_G2_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W012_G2_7_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W012_G2_8_perp_B.TIF,1,0.017,0.017,0.014,0.709,0.419,0.692
W012_G3_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W012_G3_2_para_B.TIF,1,0.017,0.017,0.014,1.071,0.189,0.63
W012_G3_3_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W012_G3_6_perp_B.TIF,1,0.024,0.024,0.02,0.707,0.607,0.896
W012_G3_7_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W012_G3_8_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W012_G4_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W012_G4_2_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W012_G4_3_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W012_G4_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W012_G4_7_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W012_G4_8_perp_B.TIF,1,0.036,0.036,0.03,1.765,0.144,0.332
W012_G5_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W012_G5_2_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W012_G5_3_para_B.TIF,1,0.018,0.018,0.015,0.723,0.441,0.723
W012_G5_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W012_G5_7_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W012_G5_8_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W012_negative_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W012_positive_B.TIF,12,0.561,0.047,0.467,2.445,0.155,0.426
W013_G1_1_para_Atr.TIF,4,0.075,0.019,0.062,1.03,0.24,0.605
W013_G1_2_para_Atr.TIF,2,0.037,0.019,0.031,0.991,0.234,0.503
W013_G1_3_para_Atr.TIF,7,0.095,0.014,0.079,0.799,0.288,0.612
W013_G1_6_perp_Atr.TIF,4,0.092,0.023,0.077,1.258,0.175,0.528
W013_G1_7_perp_Atr.TIF,4,0.056,0.014,0.046,0.888,0.355,0.628
W013_G1_8_perp_Atr.TIF,9,0.166,0.018,0.138,1.089,0.225,0.568
W013_G2_1_para_Atr.TIF,5,0.113,0.023,0.094,1.235,0.25,0.575
W013_G2_2_para_Atr.TIF,12,0.231,0.019,0.193,1.049,0.296,0.641
W013_G2_3_para_Atr.TIF,5,0.07,0.014,0.058,0.664,0.4,0.735
W013_G2_6_perp_Atr.TIF,6,0.126,0.021,0.105,1.177,0.287,0.58
W013_G2_7_perp_Atr.TIF,0,0,NaN,0,NaN,NaN,NaN
W013_G2_8_perp_Atr.TIF,7,0.17,0.024,0.142,1.257,0.319,0.584
W013_G3_1_para_Atr.TIF,7,0.106,0.015,0.088,0.909,0.275,0.597
W013_G3_2_para_Atr.TIF,6,0.157,0.026,0.131,1.402,0.217,0.49
W013_G3_3_para_Atr.TIF,2,0.02,0.01,0.017,0.7,0.244,0.638
W013_G3_6_perp_Atr.TIF,4,0.137,0.034,0.114,1.754,0.181,0.49
W013_G3_7_perp_Atr.TIF,2,0.098,0.049,0.082,2.637,0.228,0.456
W013_G3_8_perp_Atr.TIF,4,0.068,0.017,0.056,0.968,0.327,0.678
W013_G4_1_para_Atr.TIF,7,0.144,0.021,0.12,1.156,0.314,0.658
W013_G4_2_para_Atr.TIF,4,0.085,0.021,0.071,1.15,0.252,0.581
W013_G4_3_para_Atr.TIF,5,0.133,0.027,0.111,1.424,0.202,0.542
W013_G4_6_perp_Atr.TIF,7,0.152,0.022,0.127,1.096,0.307,0.669
W013_G4_7_perp_Atr.TIF,5,0.086,0.017,0.071,0.881,0.289,0.617
W013_G4_8_perp_Atr.TIF,7,0.139,0.02,0.116,1.033,0.289,0.632
W013_G5_1_para_Atr.TIF,4,0.113,0.028,0.094,1.408,0.302,0.608
W013_G5_2_para_Atr.TIF,3,0.063,0.021,0.052,1.001,0.338,0.656
W013_G5_3_para_Atr.TIF,4,0.053,0.013,0.044,0.811,0.261,0.565
W013_G5_6_perp_Atr.TIF,4,0.103,0.026,0.086,1.369,0.262,0.616
W013_G5_7_perp_Atr.TIF,5,0.091,0.018,0.075,1.099,0.214,0.467
W013_G5_8_perp_Atr.TIF,1,0.009,0.009,0.008,0.71,0.231,0.603
W013_negative__Atr.TIF,0,0,NaN,0,NaN,NaN,NaN
W013_positive__Atr.TIF,11,0.415,0.038,0.345,2.041,0.162,0.425
W013_G1_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W013_G1_2_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W013_G1_3_para_B.TIF,1,0.009,0.009,0.008,0.807,0.177,0.389
W013_G1_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W013_G1_7_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W013_G1_8_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W013_G2_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W013_G2_2_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W013_G2_3_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W013_G2_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W013_G2_7_perp_B.TIF,1,0.007,0.007,0.006,0.493,0.383,0.692
W013_G2_8_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W013_G3_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W013_G3_2_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W013_G3_3_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W013_G3_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W013_G3_7_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W013_G3_8_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W013_G4_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W013_G4_2_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W013_G4_3_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W013_G4_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W013_G4_7_perp_B.TIF,1,0.01,0.01,0.009,0.639,0.319,0.582
W013_G4_8_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W013_G5_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W013_G5_2_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W013_G5_3_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W013_G5_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W013_G5_7_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W013_G5_8_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W013_negative_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W013_positive_B.TIF,11,0.377,0.034,0.314,1.986,0.151,0.426
W014_G1_1_para_Atr.TIF,9,0.139,0.015,0.116,0.999,0.239,0.604
W014_G1_2_para_Atr.TIF,2,0.013,0.007,0.011,0.488,0.358,0.694
W014_G1_3_para_Atr.TIF,3,0.055,0.018,0.046,1.045,0.226,0.732
W014_G1_6_perp_Atr.TIF,5,0.101,0.02,0.084,1.082,0.245,0.574
W014_G1_7_perp_Atr.TIF,1,0.009,0.009,0.007,0.518,0.4,0.85
W014_G1_8_perp_Atr.TIF,2,0.017,0.008,0.014,0.557,0.342,0.752
W014_G2_1_para_Atr.TIF,4,0.042,0.011,0.035,0.722,0.27,0.714
W014_G2_2_para_Atr.TIF,0,0,NaN,0,NaN,NaN,NaN
W014_G2_3_para_Atr.TIF,4,0.077,0.019,0.064,1.148,0.192,0.609
W014_G2_6_perp_Atr.TIF,2,0.034,0.017,0.028,0.984,0.245,0.554
W014_G2_7_perp_Atr.TIF,2,0.042,0.021,0.035,1.19,0.177,0.481
W014_G2_8_perp_Atr.TIF,7,0.141,0.02,0.118,1.154,0.228,0.55
W014_G3_1_para_Atr.TIF,4,0.049,0.012,0.041,0.802,0.306,0.588
W014_G3_2_para_Atr.TIF,2,0.119,0.059,0.099,3.62,0.076,0.211
W014_G3_3_para_Atr.TIF,7,0.138,0.02,0.115,1.155,0.264,0.61
W014_G3_6_perp_Atr.TIF,3,0.044,0.015,0.036,0.704,0.417,0.77
W014_G3_7_perp_Atr.TIF,4,0.076,0.019,0.063,1.314,0.209,0.497
W014_G3_8_perp_Atr.TIF,6,0.154,0.026,0.128,1.567,0.214,0.547
W014_G4_1_para_Atr.TIF,6,0.12,0.02,0.1,1.155,0.25,0.578
W014_G4_2_para_Atr.TIF,1,0.022,0.022,0.018,1.036,0.259,0.65
W014_G4_3_para_Atr.TIF,6,0.229,0.038,0.191,1.747,0.22,0.528
W014_G4_6_perp_Atr.TIF,10,0.32,0.032,0.266,1.679,0.212,0.555
W014_G4_7_perp_Atr.TIF,6,0.098,0.016,0.082,0.981,0.273,0.585
W014_G4_8_perp_Atr.TIF,13,0.21,0.016,0.175,0.948,0.271,0.595
W014_G5_1_para_Atr.TIF,15,0.275,0.018,0.229,1.034,0.255,0.598
W014_G5_2_para_Atr.TIF,5,0.054,0.011,0.045,0.724,0.312,0.626
W014_G5_3_para_Atr.TIF,5,0.078,0.016,0.065,0.817,0.388,0.723
W014_G5_6_perp_Atr.TIF,7,0.146,0.021,0.121,1.186,0.222,0.507
W014_G5_7_perp_Atr.TIF,11,0.217,0.02,0.181,1.052,0.267,0.553
W014_G5_8_perp_Atr.TIF,13,0.268,0.021,0.223,1.237,0.225,0.546
W014_negative__Atr.TIF,0,0,NaN,0,NaN,NaN,NaN
W014_positive__Atr.TIF,13,0.337,0.026,0.281,1.571,0.195,0.505
W014_G1_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W014_G1_2_para_B.TIF,1,0.012,0.012,0.01,0.566,0.477,0.755
W014_G1_3_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W014_G1_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W014_G1_7_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W014_G1_8_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W014_G2_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W014_G2_2_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W014_G2_3_para_B.TIF,1,0.007,0.007,0.006,0.555,0.275,0.562
W014_G2_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W014_G2_7_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W014_G2_8_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W014_G3_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W014_G3_2_para_B.TIF,1,0.007,0.007,0.006,0.448,0.426,0.729
W014_G3_3_para_B.TIF,1,0.01,0.01,0.008,0.814,0.185,0.475
W014_G3_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W014_G3_7_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W014_G3_8_perp_B.TIF,1,0.02,0.02,0.016,0.72,0.474,0.776
W014_G4_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W014_G4_2_para_B.TIF,1,0.008,0.008,0.006,0.424,0.541,0.771
W014_G4_3_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W014_G4_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W014_G4_7_perp_B.TIF,1,0.006,0.006,0.005,0.332,0.71,0.884
W014_G4_8_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W014_G5_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W014_G5_2_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W014_G5_3_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W014_G5_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W014_G5_7_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W014_G5_8_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W014_negative_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W014_positive_B.TIF,14,0.449,0.032,0.374,1.735,0.196,0.479
W015_G1_1_para_Atr.TIF,6,0.082,0.014,0.068,255,0.317,0.626
W015_G1_2_para_Atr.TIF,2,0.025,0.012,0.021,255,0.299,0.645
W015_G1_3_para_Atr.TIF,2,0.044,0.022,0.036,255,0.152,0.478
W015_G1_6_perp_Atr.TIF,2,0.047,0.024,0.039,255,0.14,0.315
W015_G1_7_perp_Atr.TIF,3,0.063,0.021,0.052,255,0.17,0.378
W015_G1_8_perp_Atr.TIF,5,0.087,0.017,0.073,255,0.209,0.56
W015_G2_1_para_Atr.TIF,4,0.05,0.013,0.042,255,0.28,0.636
W015_G2_2_para_Atr.TIF,7,0.153,0.022,0.127,255,0.212,0.535
W015_G2_3_para_Atr.TIF,5,0.073,0.015,0.061,255,0.401,0.772
W015_G2_6_perp_Atr.TIF,3,0.034,0.011,0.028,255,0.281,0.592
W015_G2_7_perp_Atr.TIF,3,0.057,0.019,0.047,255,0.179,0.435
W015_G2_8_perp_Atr.TIF,5,0.124,0.025,0.104,255,0.174,0.557
W015_G3_1_para_Atr.TIF,7,0.066,0.009,0.055,255,0.325,0.684
W015_G3_2_para_Atr.TIF,8,0.107,0.013,0.089,255,0.366,0.725
W015_G3_3_para_Atr.TIF,4,0.083,0.021,0.069,255,0.183,0.499
W015_G3_6_perp_Atr.TIF,5,0.077,0.015,0.064,255,0.233,0.619
W015_G3_7_perp_Atr.TIF,3,0.039,0.013,0.032,255,0.331,0.683
W015_G3_8_perp_Atr.TIF,1,0.021,0.021,0.017,255,0.335,0.72
W015_G4_1_para_Atr.TIF,6,0.092,0.015,0.077,255,0.242,0.624
W015_G4_2_para_Atr.TIF,6,0.104,0.017,0.087,255,0.228,0.563
W015_G4_3_para_Atr.TIF,3,0.066,0.022,0.055,255,0.174,0.552
W015_G4_6_perp_Atr.TIF,5,0.051,0.01,0.043,255,0.329,0.649
W015_G4_7_perp_Atr.TIF,1,0.009,0.009,0.008,255,0.213,0.46
W015_G4_8_perp_Atr.TIF,5,0.159,0.032,0.133,255,0.136,0.5
W015_G5_1_para_Atr.TIF,7,0.097,0.014,0.08,255,0.261,0.565
W015_G5_2_para_Atr.TIF,1,0.02,0.02,0.017,255,0.21,0.512
W015_G5_3_para_Atr.TIF,7,0.08,0.011,0.067,255,0.393,0.675
W015_G5_6_perp_Atr.TIF,3,0.056,0.019,0.047,255,0.295,0.588
W015_G5_7_perp_Atr.TIF,3,0.029,0.01,0.024,255,0.309,0.665
W015_G5_8_perp_Atr.TIF,7,0.154,0.022,0.128,255,0.195,0.524
W015_negative__Atr.TIF,0,0,NaN,0,NaN,NaN,NaN
W015_positive__Atr.TIF,9,0.304,0.034,0.253,255,0.165,0.417
W015_G1_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W015_G1_2_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W015_G1_3_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W015_G1_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W015_G1_7_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W015_G1_8_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W015_G2_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W015_G2_2_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W015_G2_3_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W015_G2_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W015_G2_7_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W015_G2_8_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
