Slice,Count,Total Area,Average Size,%Area,Mean,,
RT71_G1_3_para_B.TIF,0,0,NaN,0,NaN,,
RT72_G1_3_para_B.TIF,0,0,NaN,0,NaN,,
RT73_G1_3_para_B.TIF,0,0,NaN,0,NaN,,
RT74_G1_3_para_B.TIF,0,0,NaN,0,NaN,,
RT75_G1_3_para_B.TIF,0,0,NaN,0,NaN,,
RT76_G1_3_para_B.TIF,1,0.006,0.006,0.005,255,,
RT77_G1_3_para_B.TIF,0,0,NaN,0,NaN,,
RT78_G1_3_para_B.TIF,1,0.007,0.007,0.005,255,,
RT79_G1_3_para_B.TIF,1,0.02,0.02,0.016,255,,
RT7_G1_3_para_B.TIF,0,0,NaN,0,NaN,,
RT80_G1_3_para_B.TIF,0,0,NaN,0,NaN,,
RT81_G1_3_para_B.TIF,0,0,NaN,0,NaN,,
RT82_G1_3_para_B.TIF,0,0,NaN,0,NaN,,
RT83_G1_3_para_B.TIF,0,0,NaN,0,NaN,,
RT84_G1_3_para_B.TIF,0,0,NaN,0,NaN,,
RT85_G1_3_para_B.TIF,0,0,NaN,0,NaN,,
RT86_G1_3_para_B.TIF,0,0,NaN,0,NaN,,
RT87_G1_3_para_B.TIF,0,0,NaN,0,NaN,,
RT88_G1_3_para_B.TIF,1,0.009,0.009,0.007,255,,
RT89_G1_3_para_B.TIF,0,0,NaN,0,NaN,,
RT8_G1_3_para_B.TIF,1,0.006,0.006,0.005,255,,
RT90_G1_3_para_B.TIF,0,0,NaN,0,NaN,,
RT91_G1_3_para_B.TIF,0,0,NaN,0,NaN,,
RT92_G1_3_para_B.TIF,0,0,NaN,0,NaN,,
RT93_G1_3_para_B.TIF,0,0,NaN,0,NaN,,
RT94_G1_3_para_B.TIF,1,0.007,0.007,0.006,255,,
RT95_G1_3_para_B.TIF,0,0,NaN,0,NaN,,
RT96_G1_3_para_B.TIF,0,0,NaN,0,NaN,,
RT97_G1_3_para_B.TIF,0,0,NaN,0,NaN,,
RT98_G1_3_para_B.TIF,0,0,NaN,0,NaN,,
RT99_G1_3_para_B.TIF,0,0,NaN,0,NaN,,
RT9_G1_3_para_B.TIF,0,0,NaN,0,NaN,,
RT_G1_3_negative_B.TIF,1,0.008,0.008,0.007,255,,
RT_G1_3_positive_B.TIF,6,0.205,0.034,0.167,255,,
RT100_G1_6_para_Atr.TIF,3,0.113,0.038,0.092,255,,
RT10_G1_6_para_Atr.TIF,4,0.139,0.035,0.113,255,,
RT11_G1_6_para_Atr.TIF,10,0.287,0.029,0.234,255,,
RT12_G1_6_para_Atr.TIF,5,0.108,0.022,0.088,255,,
RT13_G1_6_para_Atr.TIF,5,0.088,0.018,0.072,255,,
RT14_G1_6_para_Atr.TIF,6,0.204,0.034,0.166,255,,
RT15_G1_6_para_Atr.TIF,3,0.101,0.034,0.082,255,,
RT16_G1_6_para_Atr.TIF,7,0.138,0.02,0.113,255,,
RT17_G1_6_para_Atr.TIF,1,0.013,0.013,0.011,255,,
RT18_G1_6_para_Atr.TIF,7,0.104,0.015,0.085,255,,
RT19_G1_6_para_Atr.TIF,2,0.019,0.009,0.015,255,,
RT1_G1_6_para_Atr.TIF,10,0.341,0.034,0.277,255,,
RT20_G1_6_para_Atr.TIF,2,0.057,0.028,0.046,255,,
RT21_G1_6_para_Atr.TIF,8,0.291,0.036,0.237,255,,
RT22_G1_6_para_Atr.TIF,4,0.17,0.042,0.138,255,,
RT23_G1_6_para_Atr.TIF,10,0.196,0.02,0.159,255,,
RT24_G1_6_para_Atr.TIF,5,0.097,0.019,0.079,255,,
RT25_G1_6_para_Atr.TIF,2,0.052,0.026,0.043,255,,
RT26_G1_6_para_Atr.TIF,5,0.183,0.037,0.149,255,,
RT27_G1_6_para_Atr.TIF,4,0.109,0.027,0.089,255,,
RT28_G1_6_para_Atr.TIF,5,0.078,0.016,0.063,255,,
RT29_G1_6_para_Atr.TIF,6,0.118,0.02,0.096,255,,
RT2_G1_6_para_Atr.TIF,6,0.129,0.021,0.105,255,,
RT30_G1_6_para_Atr.TIF,6,0.303,0.051,0.247,255,,
RT31_G1_6_para_Atr.TIF,7,0.311,0.044,0.253,255,,
RT32_G1_6_para_Atr.TIF,7,0.316,0.045,0.257,255,,
RT33_G1_6_para_Atr.TIF,1,0.023,0.023,0.019,255,,
RT34_G1_6_para_Atr.TIF,6,0.231,0.038,0.188,255,,
RT35_G1_6_para_Atr.TIF,2,0.018,0.009,0.015,255,,
RT36_G1_6_para_Atr.TIF,2,0.059,0.029,0.048,255,,
RT37_G1_6_para_Atr.TIF,3,0.057,0.019,0.046,255,,
RT38_G1_6_para_Atr.TIF,3,0.281,0.094,0.228,255,,
RT39_G1_6_para_Atr.TIF,7,0.376,0.054,0.305,255,,
RT3_G1_6_para_Atr.TIF,7,0.219,0.031,0.178,255,,
RT40_G1_6_para_Atr.TIF,5,0.059,0.012,0.048,255,,
RT41_G1_6_para_Atr.TIF,3,0.056,0.019,0.045,255,,
RT42_G1_6_para_Atr.TIF,2,0.028,0.014,0.023,255,,
RT43_G1_6_para_Atr.TIF,7,0.206,0.029,0.168,255,,
RT44_G1_6_para_Atr.TIF,2,0.101,0.051,0.082,255,,
RT45_G1_6_para_Atr.TIF,2,0.053,0.026,0.043,255,,
RT46_G1_6_para_Atr.TIF,0,0,NaN,0,NaN,,
RT47_G1_6_para_Atr.TIF,5,0.113,0.023,0.091,255,,
RT48_G1_6_para_Atr.TIF,2,0.096,0.048,0.078,255,,
RT49_G1_6_para_Atr.TIF,6,0.132,0.022,0.108,255,,
RT4_G1_6_para_Atr.TIF,5,0.129,0.026,0.105,255,,
RT50_G1_6_para_Atr.TIF,4,0.155,0.039,0.126,255,,
RT51_G1_6_para_Atr.TIF,5,0.126,0.025,0.102,255,,
RT52_G1_6_para_Atr.TIF,6,0.154,0.026,0.125,255,,
RT53_G1_6_para_Atr.TIF,4,0.058,0.015,0.047,255,,
RT54_G1_6_para_Atr.TIF,3,0.035,0.012,0.029,255,,
RT55_G1_6_para_Atr.TIF,3,0.144,0.048,0.117,255,,
RT56_G1_6_para_Atr.TIF,6,0.21,0.035,0.17,255,,
RT57_G1_6_para_Atr.TIF,3,0.133,0.044,0.108,255,,
RT58_G1_6_para_Atr.TIF,3,0.062,0.021,0.051,255,,
RT59_G1_6_para_Atr.TIF,2,0.028,0.014,0.023,255,,
RT5_G1_6_para_Atr.TIF,7,0.183,0.026,0.149,255,,
RT60_G1_6_para_Atr.TIF,6,0.134,0.022,0.109,255,,
RT61_G1_6_para_Atr.TIF,4,0.115,0.029,0.093,255,,
RT62_G1_6_para_Atr.TIF,9,0.19,0.021,0.154,255,,
RT63_G1_6_para_Atr.TIF,2,0.172,0.086,0.14,255,,
RT64_G1_6_para_Atr.TIF,4,0.14,0.035,0.113,255,,
RT65_G1_6_para_Atr.TIF,3,0.052,0.017,0.042,255,,
RT66_G1_6_para_Atr.TIF,2,0.015,0.007,0.012,255,,
RT67_G1_6_para_Atr.TIF,5,0.135,0.027,0.109,255,,
RT68_G1_6_para_Atr.TIF,4,0.058,0.015,0.047,255,,
RT69_G1_6_para_Atr.TIF,4,0.147,0.037,0.12,255,,
RT6_G1_6_para_Atr.TIF,9,0.356,0.04,0.289,255,,
RT70_G1_6_para_Atr.TIF,4,0.14,0.035,0.113,255,,
RT71_G1_6_para_Atr.TIF,3,0.081,0.027,0.066,255,,
RT72_G1_6_para_Atr.TIF,4,0.101,0.025,0.082,255,,
RT73_G1_6_para_Atr.TIF,1,0.007,0.007,0.005,255,,
RT74_G1_6_para_Atr.TIF,5,0.074,0.015,0.06,255,,
RT75_G1_6_para_Atr.TIF,7,0.25,0.036,0.203,255,,
RT76_G1_6_para_Atr.TIF,2,0.095,0.047,0.077,255,,
RT77_G1_6_para_Atr.TIF,4,0.127,0.032,0.103,255,,
RT78_G1_6_para_Atr.TIF,1,0.026,0.026,0.021,255,,
RT79_G1_6_para_Atr.TIF,1,0.01,0.01,0.008,255,,
RT7_G1_6_para_Atr.TIF,12,0.406,0.034,0.33,255,,
RT80_G1_6_para_Atr.TIF,3,0.081,0.027,0.066,255,,
RT81_G1_6_para_Atr.TIF,5,0.14,0.028,0.114,255,,
RT82_G1_6_para_Atr.TIF,2,0.033,0.016,0.027,255,,
RT83_G1_6_para_Atr.TIF,4,0.196,0.049,0.159,255,,
RT84_G1_6_para_Atr.TIF,6,0.244,0.041,0.199,255,,
RT85_G1_6_para_Atr.TIF,9,0.213,0.024,0.173,255,,
RT86_G1_6_para_Atr.TIF,7,0.207,0.03,0.169,255,,
RT87_G1_6_para_Atr.TIF,5,0.221,0.044,0.179,255,,
RT88_G1_6_para_Atr.TIF,8,0.329,0.041,0.268,255,,
RT89_G1_6_para_Atr.TIF,3,0.1,0.033,0.081,255,,
RT8_G1_6_para_Atr.TIF,3,0.12,0.04,0.097,255,,
RT90_G1_6_para_Atr.TIF,3,0.155,0.052,0.126,255,,
RT91_G1_6_para_Atr.TIF,9,0.18,0.02,0.146,255,,
RT92_G1_6_para_Atr.TIF,2,0.058,0.029,0.047,255,,
RT93_G1_6_para_Atr.TIF,4,0.218,0.054,0.177,255,,
RT94_G1_6_para_Atr.TIF,3,0.058,0.019,0.047,255,,
RT95_G1_6_para_Atr.TIF,6,0.139,0.023,0.113,255,,
RT96_G1_6_para_Atr.TIF,4,0.064,0.016,0.052,255,,
RT97_G1_6_para_Atr.TIF,0,0,NaN,0,NaN,,
RT98_G1_6_para_Atr.TIF,1,0.026,0.026,0.021,255,,
RT99_G1_6_para_Atr.TIF,4,0.153,0.038,0.125,255,,
RT9_G1_6_para_Atr.TIF,7,0.266,0.038,0.216,255,,
RT_G1_6_negative_Atr.TIF,1,0.008,0.008,0.007,255,,
RT_G1_6_positive_Atr.TIF,6,0.22,0.037,0.178,255,,
RT100_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT10_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT11_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT12_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT13_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT14_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT15_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT16_G1_6_para_B.TIF,1,0.006,0.006,0.005,255,,
RT17_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT18_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT19_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT1_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT20_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT21_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT22_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT23_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT24_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT25_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT26_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT27_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT28_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT29_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT2_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT30_G1_6_para_B.TIF,1,0.006,0.006,0.005,255,,
RT31_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT32_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT33_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT34_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT35_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT36_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT37_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT38_G1_6_para_B.TIF,1,0.02,0.02,0.016,255,,
RT39_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT3_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT40_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT41_G1_6_para_B.TIF,1,0.02,0.02,0.017,255,,
RT42_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT43_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT44_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT45_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT46_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT47_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT48_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT49_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT4_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT50_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT51_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT52_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT53_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT54_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT55_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT56_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT57_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT58_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT59_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT5_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT60_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT61_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT62_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT63_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT64_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT65_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT66_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT67_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT68_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT69_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT6_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT70_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT71_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT72_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT73_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT74_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT75_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT76_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT77_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT78_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT79_G1_6_para_B.TIF,2,0.017,0.009,0.014,255,,
RT7_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT80_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT81_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT82_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT83_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT84_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT85_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT86_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT87_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT88_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT89_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT8_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT90_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT91_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT92_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT93_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT94_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT95_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT96_G1_6_para_B.TIF,1,0.013,0.013,0.011,255,,
RT97_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT98_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT99_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT9_G1_6_para_B.TIF,0,0,NaN,0,NaN,,
RT_G1_6_negative_B.TIF,1,0.008,0.008,0.007,255,,
RT_G1_6_positive_B.TIF,8,0.232,0.029,0.189,255,,
RT100_G1_8_para_Atr.TIF,0,0,NaN,0,NaN,,
RT10_G1_8_para_Atr.TIF,7,0.21,0.03,0.17,255,,
RT11_G1_8_para_Atr.TIF,6,0.294,0.049,0.239,255,,
RT12_G1_8_para_Atr.TIF,7,0.159,0.023,0.13,255,,
RT13_G1_8_para_Atr.TIF,1,0.049,0.049,0.04,255,,
RT14_G1_8_para_Atr.TIF,3,0.077,0.026,0.063,255,,
RT15_G1_8_para_Atr.TIF,12,0.27,0.022,0.219,255,,
RT16_G1_8_para_Atr.TIF,5,0.143,0.029,0.116,255,,
RT17_G1_8_para_Atr.TIF,2,0.013,0.007,0.011,255,,
RT18_G1_8_para_Atr.TIF,7,0.145,0.021,0.118,255,,
RT19_G1_8_para_Atr.TIF,1,0.035,0.035,0.028,255,,
RT1_G1_8_para_Atr.TIF,10,0.179,0.018,0.145,255,,
RT20_G1_8_para_Atr.TIF,7,0.192,0.027,0.156,255,,
RT21_G1_8_para_Atr.TIF,3,0.049,0.016,0.04,255,,
RT22_G1_8_para_Atr.TIF,5,0.087,0.017,0.071,255,,
RT23_G1_8_para_Atr.TIF,8,0.273,0.034,0.221,255,,
RT24_G1_8_para_Atr.TIF,11,0.441,0.04,0.359,255,,
RT25_G1_8_para_Atr.TIF,4,0.105,0.026,0.085,255,,
RT26_G1_8_para_Atr.TIF,4,0.088,0.022,0.071,255,,
RT27_G1_8_para_Atr.TIF,6,0.3,0.05,0.244,255,,
RT28_G1_8_para_Atr.TIF,2,0.035,0.018,0.029,255,,
RT29_G1_8_para_Atr.TIF,1,0.027,0.027,0.022,255,,
RT2_G1_8_para_Atr.TIF,5,0.066,0.013,0.053,255,,
RT30_G1_8_para_Atr.TIF,3,0.091,0.03,0.074,255,,
RT31_G1_8_para_Atr.TIF,4,0.127,0.032,0.104,255,,
RT32_G1_8_para_Atr.TIF,3,0.061,0.02,0.05,255,,
RT33_G1_8_para_Atr.TIF,1,0.016,0.016,0.013,255,,
RT34_G1_8_para_Atr.TIF,3,0.042,0.014,0.034,255,,
RT35_G1_8_para_Atr.TIF,1,0.012,0.012,0.01,255,,
RT36_G1_8_para_Atr.TIF,5,0.122,0.024,0.099,255,,
RT37_G1_8_para_Atr.TIF,4,0.155,0.039,0.126,255,,
RT38_G1_8_para_Atr.TIF,5,0.133,0.027,0.108,255,,
RT39_G1_8_para_Atr.TIF,3,0.164,0.055,0.133,255,,
RT3_G1_8_para_Atr.TIF,2,0.12,0.06,0.097,255,,
RT40_G1_8_para_Atr.TIF,3,0.101,0.034,0.082,255,,
RT41_G1_8_para_Atr.TIF,3,0.116,0.039,0.094,255,,
RT42_G1_8_para_Atr.TIF,3,0.048,0.016,0.039,255,,
RT43_G1_8_para_Atr.TIF,3,0.065,0.022,0.053,255,,
RT44_G1_8_para_Atr.TIF,3,0.041,0.014,0.034,255,,
RT45_G1_8_para_Atr.TIF,6,0.188,0.031,0.152,255,,
RT46_G1_8_para_Atr.TIF,2,0.08,0.04,0.065,255,,
RT47_G1_8_para_Atr.TIF,3,0.274,0.091,0.223,255,,
RT48_G1_8_para_Atr.TIF,1,0.01,0.01,0.009,255,,
RT49_G1_8_para_Atr.TIF,3,0.065,0.022,0.052,255,,
RT4_G1_8_para_Atr.TIF,9,0.201,0.022,0.163,255,,
RT50_G1_8_para_Atr.TIF,2,0.033,0.017,0.027,255,,
RT51_G1_8_para_Atr.TIF,6,0.126,0.021,0.102,255,,
RT52_G1_8_para_Atr.TIF,6,0.145,0.024,0.118,255,,
RT53_G1_8_para_Atr.TIF,4,0.086,0.021,0.07,255,,
RT54_G1_8_para_Atr.TIF,0,0,NaN,0,NaN,,
RT55_G1_8_para_Atr.TIF,5,0.111,0.022,0.09,255,,
RT56_G1_8_para_Atr.TIF,5,0.105,0.021,0.086,255,,
RT57_G1_8_para_Atr.TIF,3,0.134,0.045,0.109,255,,
RT58_G1_8_para_Atr.TIF,2,0.034,0.017,0.028,255,,
RT59_G1_8_para_Atr.TIF,4,0.127,0.032,0.103,255,,
RT5_G1_8_para_Atr.TIF,3,0.112,0.037,0.091,255,,
RT60_G1_8_para_Atr.TIF,2,0.065,0.033,0.053,255,,
RT61_G1_8_para_Atr.TIF,0,0,NaN,0,NaN,,
RT62_G1_8_para_Atr.TIF,3,0.1,0.033,0.081,255,,
RT63_G1_8_para_Atr.TIF,3,0.121,0.04,0.099,255,,
RT64_G1_8_para_Atr.TIF,4,0.155,0.039,0.126,255,,
RT65_G1_8_para_Atr.TIF,2,0.017,0.008,0.014,255,,
RT66_G1_8_para_Atr.TIF,3,0.084,0.028,0.068,255,,
RT67_G1_8_para_Atr.TIF,2,0.117,0.059,0.095,255,,
RT68_G1_8_para_Atr.TIF,2,0.065,0.032,0.052,255,,
RT69_G1_8_para_Atr.TIF,6,0.146,0.024,0.119,255,,
RT6_G1_8_para_Atr.TIF,9,0.237,0.026,0.193,255,,
RT70_G1_8_para_Atr.TIF,3,0.07,0.023,0.057,255,,
RT71_G1_8_para_Atr.TIF,1,0.029,0.029,0.024,255,,
RT72_G1_8_para_Atr.TIF,2,0.018,0.009,0.014,255,,
RT73_G1_8_para_Atr.TIF,2,0.014,0.007,0.012,255,,
RT74_G1_8_para_Atr.TIF,1,0.035,0.035,0.028,255,,
RT75_G1_8_para_Atr.TIF,0,0,NaN,0,NaN,,
RT76_G1_8_para_Atr.TIF,3,0.047,0.016,0.038,255,,
RT77_G1_8_para_Atr.TIF,1,0.05,0.05,0.04,255,,
RT78_G1_8_para_Atr.TIF,0,0,NaN,0,NaN,,
RT79_G1_8_para_Atr.TIF,1,0.007,0.007,0.006,255,,
RT7_G1_8_para_Atr.TIF,7,0.168,0.024,0.136,255,,
RT80_G1_8_para_Atr.TIF,3,0.063,0.021,0.051,255,,
RT81_G1_8_para_Atr.TIF,1,0.012,0.012,0.01,255,,
RT82_G1_8_para_Atr.TIF,2,0.09,0.045,0.073,255,,
RT83_G1_8_para_Atr.TIF,1,0.013,0.013,0.011,255,,
RT84_G1_8_para_Atr.TIF,2,0.066,0.033,0.053,255,,
RT85_G1_8_para_Atr.TIF,0,0,NaN,0,NaN,,
RT86_G1_8_para_Atr.TIF,2,0.042,0.021,0.034,255,,
RT87_G1_8_para_Atr.TIF,4,0.095,0.024,0.077,255,,
RT88_G1_8_para_Atr.TIF,0,0,NaN,0,NaN,,
RT89_G1_8_para_Atr.TIF,1,0.006,0.006,0.005,255,,
RT8_G1_8_para_Atr.TIF,8,0.201,0.025,0.164,255,,
RT90_G1_8_para_Atr.TIF,0,0,NaN,0,NaN,,
RT91_G1_8_para_Atr.TIF,1,0.023,0.023,0.019,255,,
RT92_G1_8_para_Atr.TIF,6,0.276,0.046,0.224,255,,
RT93_G1_8_para_Atr.TIF,0,0,NaN,0,NaN,,
RT94_G1_8_para_Atr.TIF,0,0,NaN,0,NaN,,
RT95_G1_8_para_Atr.TIF,0,0,NaN,0,NaN,,
RT96_G1_8_para_Atr.TIF,2,0.062,0.031,0.051,255,,
RT97_G1_8_para_Atr.TIF,2,0.025,0.013,0.02,255,,
RT98_G1_8_para_Atr.TIF,0,0,NaN,0,NaN,,
RT99_G1_8_para_Atr.TIF,1,0.02,0.02,0.016,255,,
RT9_G1_8_para_Atr.TIF,4,0.14,0.035,0.114,255,,
RT_G1_8_negative_Atr.TIF,1,0.008,0.008,0.006,255,,
RT_G1_8_positive_Atr.TIF,6,0.205,0.034,0.167,255,,
RT100_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT10_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT11_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT12_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT13_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT14_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT15_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT16_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT17_G1_8_para_B.TIF,1,0.012,0.012,0.01,255,,
RT18_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT19_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT1_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT20_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT21_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT22_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT23_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT24_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT25_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT26_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT27_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT28_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT29_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT2_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT30_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT31_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT32_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT33_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT34_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT35_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT36_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT37_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT38_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT39_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT3_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT40_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT41_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT42_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT43_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT44_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT45_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT46_G1_8_para_B.TIF,1,0.02,0.02,0.016,255,,
RT47_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT48_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT49_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT4_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT50_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT51_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT52_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT53_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT54_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT55_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT56_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT57_G1_8_para_B.TIF,1,0.037,0.037,0.03,255,,
RT58_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT59_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT5_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT60_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
RT61_G1_8_para_B.TIF,0,0,NaN,0,NaN,,
